0;1848986.9188;6308049.6625
1;1846175.9856;6306576.6806
2;1849138.974;6307369.1204
3;1849158.8347;6307398.6651
4;1848645.4551;6308177.5934
5;1849520.9136;6307776.8229
6;1858078.8888;6301122.0065
7;1847933.6353;6310833.347
8;1846308.4186;6317505.0082
9;1849536.526;6308242.051
10;1848468.5741;6308245.8263
11;1848558.7271;6307902.375
12;1847281.1057;6306497.5949
13;1843501.3653;6306026.8425
14;1845785.9037;6316941.8272
15;1848544.8054;6308432.1511
16;1845323.3835;6316821.1317
17;1847049.7217;6309766.2189
18;1845242.4759;6309987.9163
19;1848607.8355;6308239.6775
20;1848948.9399;6307823.8164
21;1848641.9909;6308124.923
22;1845288.4178;6307845.9533
23;1835386.5723;6310133.1327
24;1846088.6068;6309661.9387
25;1849391.3229;6309031.9697
26;1847237.8124;6310443.2505
27;1848660.11;6311348.149
28;1848362.02;6310352.7662
29;1849607.1299;6308340.8669
30;1845222.4212;6311974.6263
31;1847496.3207;6308660.7914
32;1849268.2168;6308089.2475
33;1845298.0054;6304507.3877
34;1848580.3898;6307839.519
35;1848391.2844;6307535.1522
36;1846812.3181;6313250.1487
37;1850375.5004;6312137.2971
38;1846940.5631;6312539.6815
39;1847134.0821;6313535.6514
40;1848631.1799;6307770.6847
41;1849113.2874;6308278.2352
42;1847561.15;6308685.9494
43;1847769.0806;6307392.5794
44;1846784.9656;6307009.521
45;1845531.7667;6308641.1602
46;1846691.2577;6307938.6383
47;1848150.4108;6308598.1846
48;1849605.7688;6308476.0813
49;1847561.4198;6306422.0989
50;1851288.074;6309237.6085
51;1852109.8185;6306269.5181
52;1847237.0695;6309904.0747
53;1848839.8537;6307759.5935
54;1851604.6426;6309042.685
55;1842403.421;6312315.5073
56;1854186.4254;6308645.746
57;1847408.87;6308790.4134
58;1848666.3385;6308422.4453
59;1850595.7433;6304594.1581
60;1848989.437;6308295.6465
61;1848206.483;6308695.0102
62;1848659.2461;6307902.549
63;1849040.92;6308319.1915
64;1847231.1352;6306869.8382
65;1850551.6039;6309558.2714
66;1853744.105;6297915.837
67;1845961.0006;6316203.7261
68;1849191.992;6310144.0182
69;1850003.8553;6309574.6471
70;1842494.6174;6310481.1487
71;1847465.5807;6308516.8163
72;1847420.776;6308287.7866
73;1847753.3215;6309658.6235
74;1850874.755;6304885.0351
75;1838754.4174;6312480.5392
76;1854676.7427;6309759.454
77;1848418.4571;6308958.3684
78;1845933.6946;6315067.6
79;1848764.6746;6309119.5508
80;1851594.4866;6307924.0889
81;1847055.541;6304692.9455
82;1848098.2092;6308341.4067
83;1850613.0846;6304559.2868
84;1847140.7431;6312146.9794
85;1849561.1143;6308583.2962
86;1844259.3831;6307516.0172
87;1848380.8937;6308649.0841
88;1848928.7111;6308265.0596
89;1849283.2403;6308048.4729
90;1848181.7605;6308721.5136
91;1848399.3135;6308472.9711
92;1848864.9054;6307701.6197
93;1852774.633;6306322.3084
94;1850932.355;6312815.1976
95;1849906.6048;6309516.6713
96;1848230.2236;6309349.2913
97;1848601.8186;6308567.0255
98;1850612.0111;6304830.1422
99;1848461.3035;6308415.1619
100;1848633.5402;6307718.5713
101;1848920.9029;6308200.5009
102;1849136.7902;6307893.6454
103;1842691.0131;6304823.7898
104;1849180.7084;6308935.5735
105;1850528.393;6308731.6786
106;1849183.573;6308872.7521
107;1848836.8499;6308345.0416
108;1848765.7266;6308514.715
109;1852263.4622;6308460.8356
110;1848808.8011;6308576.6581
111;1857571.5234;6305426.7604
112;1844014.2066;6303453.9008
113;1850115.5673;6307503.7023
114;1848510.1938;6308498.9544
115;1843587.0507;6305725.5446
116;1848814.7942;6308477.136
117;1848534.5031;6307662.0592
118;1849040.7314;6308089.3602
119;1837366.9358;6312090.058
120;1849172.512;6308874.0191
121;1848973.037;6308090.8069
122;1849327.7062;6307872.5594
123;1847147.1676;6314036.1552
124;1842292.8856;6310345.8851
125;1847708.4023;6303952.2488
126;1846064.6879;6315012.4325
127;1849308.223;6308423.6071
128;1842423.0315;6310949.5625
129;1849447.8104;6308843.5921
130;1846289.227;6309172.7713
131;1849499.002;6308806.962
132;1848717.7737;6307696.2103
133;1849312.6448;6308206.2452
134;1845514.8235;6307346.5105
135;1852308.7113;6307030.5997
136;1849506.9661;6308760.257
137;1841408.5352;6307705.6812
138;1857038.0959;6311098.3561
139;1856656.9576;6305463.124
140;1848444.2991;6308886.4193
141;1849336.5309;6308675.8924
142;1849409.6358;6308036.7728
143;1849560.9907;6308760.8074
144;1848683.8575;6308214.437
145;1848924.4154;6307988.2531
146;1849727.3256;6308511.8022
147;1840415.7054;6304786.9758
148;1848734.6501;6308100.1149
149;1849384.4604;6307900.4933
150;1857339.9203;6305247.2396
151;1848270.991;6308465.8348
152;1848728.6003;6308019.9701
153;1848907.0787;6308059.7458
154;1849697.1322;6310088.7555
155;1842236.926;6310935.5805
156;1849474.934;6307925.7466
157;1846670.1882;6314237.3142
158;1848517.9412;6308420.5326
159;1847818.972;6307902.4272
160;1848693.7947;6308054.5317
161;1849002.4014;6308130.6906
162;1841102.0338;6307970.836
163;1848683.0178;6307121.8571
164;1847874.4953;6307877.0818
165;1845714.3134;6303637.9514
166;1848767.2703;6307971.3596
167;1840554.0872;6308389.4473
168;1840143.1309;6313239.0644
169;1848044.0833;6307749.5405
170;1848866.1014;6307850.9073
171;1854949.0916;6309432.0485
172;1849047.0799;6307714.4445
173;1843107.3973;6312440.4715
174;1854846.4103;6299923.1449
175;1848160.3874;6307671.7156
176;1850511.3072;6308952.0882
177;1849093.2991;6307495.3433
178;1848418.3079;6307896.6561
179;1849023.3377;6307944.646
180;1849146.5916;6307407.2142
181;1846194.5027;6303202.0316
182;1849082.9732;6308596.1242
183;1848374.6556;6308091.9155
184;1848731.0677;6307726.5245
185;1849223.8042;6308741.7573
186;1848870.1965;6307689.1587
187;1847229.0318;6306842.6494
188;1854155.587;6308588.5578
189;1845121.7217;6311247.2252
190;1851925.1912;6306762.5592
191;1847266.6063;6310348.9245
192;1848587.6129;6308270.7822
193;1847540.5746;6321038.3984
194;1845876.7741;6313709.3181
195;1848846.2223;6307883.9742
196;1848836.4073;6308290.1247
197;1848898.3742;6308039.8663
198;1849034.8281;6307929.5438
199;1848447.9385;6307829.8727
200;1849906.2771;6308674.6309
201;1848925.4664;6308099.5494
202;1849116.9556;6307922.1725
203;1844832.2001;6305203.9223
204;1847712.2242;6305031.6969
205;1852447.9066;6306804.5382
206;1848902.9546;6308018.1756
207;1848473.1313;6307977.821
208;1848555.969;6307943.9231
209;1848979.4781;6307843.242
210;1849028.6445;6307965.405
211;1847498.5491;6307248.3459
212;1848466.7171;6307506.4939
213;1848697.6385;6307337.6825
214;1848946.1512;6307665.3437
215;1848931.5237;6307274.292
216;1849335.6424;6307327.3223
217;1849225.6799;6307291.0985
218;1849250.0967;6306894.1435
219;1848995.448;6307742.2214
220;1847831.6122;6307383.6961
221;1848470.3759;6307469.4212
222;1848772.239;6307145.2401
223;1848839.7072;6307498.0741
224;1849105.0203;6307544.5439
225;1849280.9907;6307619.2125
226;1849382.2735;6307096.0428
227;1849356.8895;6306919.6698
228;1849228.3302;6308311.3466
229;1847790.3066;6307259.3501
230;1848532.1212;6307515.8503
231;1848877.9378;6307675.9156
232;1849001.0583;6307399.9951
233;1849272.2116;6307537.8377
234;1849412.4627;6307716.3747
235;1849523.0796;6306879.3449
236;1849634.4868;6306639.0249
237;1847286.33;6307140.7871
238;1849226.2592;6307737.2481
239;1849426.2652;6308166.5356
240;1849362.1466;6307783.5845
241;1849443.2195;6307810.2386
242;1849627.2125;6308305.4612
243;1847272.8278;6306839.3782
244;1848069.8606;6307097.7784
245;1848407.8364;6307101.6504
246;1848967.3456;6307526.9598
247;1849089.9264;6307410.1488
248;1849302.5576;6307450.5029
249;1849530.1107;6306833.7359
250;1849688.067;6306682.9545
251;1849596.8137;6308136.3181
252;1847212.95;6307375.8137
253;1847305.0787;6307490.8153
254;1848074.853;6307034.3999
255;1848778.0416;6307500.3569
